order_id,security_code,side,price,quantity,fill_ratio,avg_execution_price,simulated_fill_ratio,simulated_execution_price,Scenario
7904794000126653244,110621,2,3400.0,203,17.300492610837438,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,17.300492610837438,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,17.300492610837438,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,17.300492610837438,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,2.334975369458128,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,2.334975369458128,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,2.334975369458128,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,2.334975369458128,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,2.334975369458128,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,2.334975369458128,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,2.334975369458128,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,2.334975369458128,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,2.334975369458128,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,2.334975369458128,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,2.334975369458128,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,2.334975369458128,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,2.334975369458128,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,2.334975369458128,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,2.334975369458128,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,2.334975369458128,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,2.334975369458128,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,2.334975369458128,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.2266009852216748,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.2266009852216748,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.2266009852216748,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.2266009852216748,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.2266009852216748,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.2266009852216748,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.2266009852216748,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.2266009852216748,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.2266009852216748,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.2266009852216748,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.2266009852216748,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.2266009852216748,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.2266009852216748,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.2266009852216748,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.2266009852216748,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.2266009852216748,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.2266009852216748,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.2266009852216748,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.7241379310344827,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.7241379310344827,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.7241379310344827,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.7241379310344827,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.7241379310344827,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.7241379310344827,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.7241379310344827,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.7241379310344827,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.7241379310344827,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.7241379310344827,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.7241379310344827,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.7241379310344827,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.7241379310344827,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.7241379310344827,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.7241379310344827,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.7241379310344827,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.7241379310344827,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.7241379310344827,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.2118226600985222,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.2118226600985222,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.2118226600985222,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.2118226600985222,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.2118226600985222,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.2118226600985222,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.2118226600985222,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.2118226600985222,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.2118226600985222,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.2118226600985222,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.2118226600985222,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.2118226600985222,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.2118226600985222,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.2118226600985222,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.2118226600985222,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.2118226600985222,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.2118226600985222,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.2118226600985222,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,55.172413793103445,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,55.172413793103445,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,55.172413793103445,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,55.172413793103445,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,55.172413793103445,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,55.172413793103445,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,55.172413793103445,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,55.172413793103445,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,55.172413793103445,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,55.172413793103445,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,55.172413793103445,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,55.172413793103445,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,55.172413793103445,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,55.172413793103445,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,55.172413793103445,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,55.172413793103445,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,55.172413793103445,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,55.172413793103445,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,17.300492610837438,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,17.300492610837438,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,17.300492610837438,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,17.300492610837438,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,17.300492610837438,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,17.300492610837438,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,17.300492610837438,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,17.300492610837438,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,17.300492610837438,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,17.300492610837438,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,17.300492610837438,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,17.300492610837438,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,17.300492610837438,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,17.300492610837438,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,17.300492610837438,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,17.300492610837438,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,17.300492610837438,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,17.300492610837438,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,2.334975369458128,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,2.334975369458128,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,2.334975369458128,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,2.334975369458128,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,2.334975369458128,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,2.334975369458128,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,2.334975369458128,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,2.334975369458128,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,2.334975369458128,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,2.334975369458128,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,2.334975369458128,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,2.334975369458128,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,2.334975369458128,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,2.334975369458128,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,2.334975369458128,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,2.334975369458128,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,2.334975369458128,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,2.334975369458128,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.2266009852216748,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.2266009852216748,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.2266009852216748,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.2266009852216748,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.2266009852216748,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.2266009852216748,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.2266009852216748,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.2266009852216748,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.2266009852216748,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.2266009852216748,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.2266009852216748,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.2266009852216748,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.2266009852216748,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.2266009852216748,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.2266009852216748,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.2266009852216748,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.2266009852216748,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.2266009852216748,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.7241379310344827,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.7241379310344827,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.7241379310344827,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.7241379310344827,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.7241379310344827,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.7241379310344827,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.7241379310344827,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.7241379310344827,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.7241379310344827,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.7241379310344827,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.7241379310344827,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.7241379310344827,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.7241379310344827,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.7241379310344827,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.7241379310344827,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.7241379310344827,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.7241379310344827,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.7241379310344827,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.2118226600985222,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.2118226600985222,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.2118226600985222,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.2118226600985222,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.2118226600985222,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.2118226600985222,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.2118226600985222,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.2118226600985222,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.2118226600985222,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.2118226600985222,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.2118226600985222,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.2118226600985222,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.2118226600985222,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.2118226600985222,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.2118226600985222,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.2118226600985222,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.2118226600985222,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.2118226600985222,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,55.172413793103445,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,55.172413793103445,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,55.172413793103445,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,55.172413793103445,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,55.172413793103445,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,55.172413793103445,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,55.172413793103445,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,55.172413793103445,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,55.172413793103445,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,55.172413793103445,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,55.172413793103445,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,55.172413793103445,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,55.172413793103445,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,55.172413793103445,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,55.172413793103445,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,55.172413793103445,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,55.172413793103445,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,55.172413793103445,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,17.300492610837438,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,17.300492610837438,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,17.300492610837438,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,17.300492610837438,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,17.300492610837438,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,17.300492610837438,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,17.300492610837438,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,17.300492610837438,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,17.300492610837438,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,17.300492610837438,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,17.300492610837438,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,17.300492610837438,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,17.300492610837438,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,17.300492610837438,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,17.300492610837438,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,17.300492610837438,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,17.300492610837438,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,17.300492610837438,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,2.334975369458128,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,2.334975369458128,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,2.334975369458128,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,2.334975369458128,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,2.334975369458128,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,2.334975369458128,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,2.334975369458128,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,2.334975369458128,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,2.334975369458128,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,2.334975369458128,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,2.334975369458128,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,2.334975369458128,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,2.334975369458128,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,2.334975369458128,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,2.334975369458128,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,2.334975369458128,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,2.334975369458128,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,2.334975369458128,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.2266009852216748,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.2266009852216748,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.2266009852216748,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.2266009852216748,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.2266009852216748,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.2266009852216748,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.2266009852216748,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.2266009852216748,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.2266009852216748,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.2266009852216748,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.2266009852216748,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.2266009852216748,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.2266009852216748,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.2266009852216748,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.2266009852216748,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.2266009852216748,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.2266009852216748,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.2266009852216748,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.7241379310344827,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.7241379310344827,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.7241379310344827,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.7241379310344827,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.7241379310344827,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.7241379310344827,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.7241379310344827,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.7241379310344827,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.7241379310344827,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.7241379310344827,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.7241379310344827,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.7241379310344827,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.7241379310344827,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.7241379310344827,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.7241379310344827,3390.0,1.0,3400.0,A
7904794000126653244,110621,2,3400.0,203,1.7241379310344827,3390.0,1.0,3400.0,A
